,Date,Tweet,likeCount
5182,2022-08-03 14:05:02+00:00,"Kung may balak kayo lumabas ng Manila at dadaan kayo ng NLex, wag na muna hahahaha napakahaba ng bara sa traffic.",0
5183,2022-08-03 13:48:25+00:00,"Driving at night is so peaceful I wish it was like that during the day, or at least not total gridlock throughout Metro Manila. The traffic is just so awful most of the time it’s draining the life out of all of us.",0
5184,2022-08-03 13:33:13+00:00,"So nahuli kami ng traffic enforcer. Reckless driving daw so kukunin sana ung license and need daw kunin dito manila within 7 days. Kaso since sa Pangasinan pa kami. Nag ask kami if May other way. And un nga girl ung other way is 3,500 pesos. 🫠",0
5185,2022-08-03 11:29:08+00:00,"@inquirerdotnet Tanggalin mo muna mga tricycle sa Metro Manila, luluwag ang traffic!",0
5186,2022-08-03 11:12:53+00:00,"INALMAHAN  ng iba’t ibang transport group ang mabigat na multang nagpatong-patong dahil sa traffic violations na resulta ng ipinatutupad na no – contact apprehension policy (NCAP) sa iba’t ibang local government unit, lalo sa Metro Manila.https://t.co/0stk8WYhaZ",0
5187,2022-08-03 10:53:56+00:00,"Damn traffic,2 hrs byahe from Ortigas to Manila 👀",2
5188,2022-08-03 10:30:22+00:00,"A portion of Tomas Claudio St. in Manila will be temporarily closed to vehicular traffic to give way to the Skyway Stage 3 construction activities, the Metropolitan Manila Development Authority (MMDA) said on Wednesday.]

https://t.co/OyC7moMBj4",1
5189,2022-08-03 09:42:32+00:00,You know whats making me frustrated right now? Just the freakinb traffic in Manila 🙃😭😩,0
5190,2022-08-03 08:07:03+00:00,the devil works hard but manila traffic enforcers work harder 🙃,3
5191,2022-08-03 07:40:26+00:00,"READ: A massive clearing operation in Manila was enforced by officials from the Department of Public Service (DPS), Department of Engineering and Public Works (DEPW), and Manila Traffic and Parking Bureau (MTPB) on Wednesday, August 3. 

https://t.co/KP3XoV6qNe",0
5192,2022-08-03 07:06:36+00:00,ang hindi lang talaga nakakamiss sa manila ay yung traffic 😒,0
5193,2022-08-03 06:58:47+00:00,"#RiseAndShinePilipinas | TRAFFIC UPDATE | Lagay ng trapiko sa mga pangunahing kalsada sa Metro Manila

https://t.co/MhphxkHopa",0
5194,2022-08-03 06:47:51+00:00,"ADVISORY: A portion of Tomas Claudio St. in Manila City will be temporarily closed to vehicular traffic to give way to the Skyway Stage 3 construction activities starting 10pm on Friday, August 5 until November 30. 

Affected motorists are advised to take alternate routes. #mmda https://t.co/T2kccit0ps",7
5195,2022-08-03 06:14:08+00:00,"@MSconGENXYZ88 @AMJJ11011011 @PhilipP77125423 @PhilippineStar @IskoMoreno Additional achievements JJ, how Isko  cleaned Recto in his 1st 48hrs as mayor, beautification of Manila, non contact apprehension for traffic violation, he made Manila the top 34 city out of 53 cities awarded around the world. Isn't that fantastic?",2
5196,2022-08-03 06:02:50+00:00,"hi manila! damn, traffic!",0
5197,2022-08-03 05:00:08+00:00,About damn time. Traffic lights without timer around Metro Manila are the scariest. https://t.co/f40goA3EsI,0
5198,2022-08-03 04:42:33+00:00,manila traffic forever,1
5199,2022-08-03 03:13:10+00:00,"I sit to write &amp; it's slow as Manila traffic. I step out of my room, &amp; I immediately have to handle engineering problems (am not an engineer, just a rando  trying to make do w/ zip ties, electrical tape, sealants  &amp; WD40). I need something...",1
5200,2022-08-03 01:40:00+00:00,Metro Manila Development Authority officer-in-charge Baltazar Melgar insisted that the no-contact apprehension policy would make motorists observe traffic rules. https://t.co/a0id6fMCuj | @onenewsph https://t.co/PH5gkJ3liL,2
5201,2022-08-03 01:13:40+00:00,"Inalmahan ng iba’t ibang transport groups ang mabigat umanong multang nagpatong-patong dahil sa traffic violations resulta ng NCAP sa iba’t ibang local government unit, lalo sa Metro Manila.

https://t.co/HNB6jC4lSN https://t.co/7t3J65t0Rp",0
5202,2022-08-03 00:47:41+00:00,"Ating paguusapan kung paano mapapabuti ang no contact apprehension para sa mga motorista kasama si Wilson Chan SR. ang hepe ng Manila Traffic and Parking Bureau 

YT: https://t.co/zzBBVbqMFq
FB:  https://t.co/FSV5suRa1B https://t.co/6qjNWCFQZU",4
5203,2022-08-02 23:55:14+00:00,"Manila City takes action 
Salamat Mayor Honey 
@HoneyLacuna  

now waiting for QC traffic trap action 
@QCGov @QCMayorJoy https://t.co/yg3xUAJKdb",0
5204,2022-08-02 23:20:00+00:00,Metro Manila Development Authority officer-in-charge Baltazar Melgar insisted that the no-contact apprehension policy would make motorists observe traffic rules. https://t.co/8lFJ8mBrv7 | @onenewsph,2
5205,2022-08-02 14:31:11+00:00,Salubong talaga ng Manila ang traffic + madugong pagco-commute bwisit.,1
5206,2022-08-02 14:30:35+00:00,"@notthewomn Beh madami sa fb lalo yung sa manila may timer yung traffic light 12 secs na green pa tapos biglang naging red tapos may tatlong enforcer agad na naka abang ahahahahaha

May naaalala den ako yung sa pedestrian e slowmo diba yung parang tumatakbo tapos biglang mabilis tas red agad",1
5207,2022-08-02 11:54:50+00:00,Got home wtf talaga ang traffic sa manila! 🤦‍♀️,2
5208,2022-08-02 11:45:45+00:00,@briansengco @flightradar24 Traffic as usual in Manila😂,2
5209,2022-08-02 11:35:40+00:00,"@SpeakerPelosi P.S. Pelosi's plane is a gov or even mil ones and could be free from ICAO's rules but for the sake of air traffic controls, her flight might just head to Okinawa from FIR Manila and then take the direct flight route to the heart of #Taipei i.e. Route R595/R583 shown in pic. https://t.co/dYHQDy5WM7",1
5210,2022-08-02 10:26:07+00:00,tang ina grabe traffic sa manila,0
5211,2022-08-02 10:07:58+00:00,"Manila-Cavite Expressway is prepared for the possible increase rate of traffic volume.

Read more
https://t.co/Q8zh18i7cY

#Cavitex, #schoolopening https://t.co/QUl4OzjbLj",0
5212,2022-08-02 09:06:44+00:00,"Know a guy who did exactly this when he was courting the girl, also took his time and was very patient as well w many things. w/ the Manila traffic pa yan ha. They’ve been together 16 years,married for 9 years now. That ‘girl’ is me BTW. 😉 That’s why I love their story SM. https://t.co/wWKncqQYa2",1
5213,2022-08-02 06:49:19+00:00,NASA BUS AKO MGA DZAI IN THE METRO MANILA TRAFFIC TAPOS AANDARAN AKO NI QUEEN BEY NG GANITO MY KNEES BUCKLED KINILIG PUDZAI KO SESSS https://t.co/KnaYdPy7Co,1
5214,2022-08-02 05:55:56+00:00,"Their schedule is busier than the traffic in Manila 🫠 

#ชาล็อตออสติน #อิงฟ้ามหาชน #อิงล็อต https://t.co/hlYVpz2Wkx",13
5215,2022-08-02 04:35:19+00:00,"@PhilstarNews Dear @ManilaPIO Traffic Bureau, maaari po bang makuha ang contact numbers na tatawagan to contest yung mga pinapadala ninyong traffic violations??? NABENTA ko na yung kotseng iyon - pero sa akin ninyo pa rin pinapadala ang NCA tickets!!!",0
5216,2022-08-02 04:15:16+00:00,@BamBam1A baaaaaaaam 😭 be honest… were you late last time during fansign because it’s traffic in manila or you got diarrhea from eating spicy? hahahahahasksk ✌🏻,0
5217,2022-08-02 04:03:49+00:00,"#RiseAndShinePilipinas | TRAFFIC UPDATE | Lagay ng trapiko sa mga pangunahing kalsada sa Metro Manila

https://t.co/3rnr0V3A1h",0
5218,2022-08-02 02:46:17+00:00,"@TheDovetailor Four hours minimum. Manila traffic + NAIA will do that to you XD

also  

Bored and past security  beats rushing to the airport any day of th week.",2
5219,2022-08-02 02:14:08+00:00,"Nasa Manila na nga ako, traffic na eh tapos puro sasakyan at polluted air 🙄",0
5220,2022-08-02 02:11:41+00:00,"@ReginaAgno @WinwinEklabu ""Dark Days"" in Philippine history because of routinary black outs. And worse almost 48 hours of no electricity. However she was able to construct the Nagtahan flyover in our district to ease the traffic in Manila.",1
5221,2022-08-02 01:28:42+00:00,manila traffic is insane 😭,0
5222,2022-08-02 01:10:00+00:00,Had a semi neutral(?) dream about commuting from manila to the province. Medyo nightmare kasi realistic yung traffic lalo na yung hassle ng pagiintay at paghahanap ng bus sa edsa. Pero nice naman yung feeling na nakaupo na sa bus at magiintay na lang makauwi sana swerte sa katabi,5
5223,2022-08-01 23:54:25+00:00,"reasons:

masikip (daw) kasi sa manila, traffic, minsan some people/fans are really disrespectful, wala silang kawala kasi baka sugurin lang sila doon

(but I'm happy na they still go to places like cebu)",0
5224,2022-08-01 16:01:00+00:00,"Manila-Cavite Expressway (CAVITEX) is ready for the increase in traffic volume due to full implementation of face-to-face classes by November.
https://t.co/6W6pBPUOV9
#cavitex #IndustryNews #LifestyleOnWheels #MPTC #SafeRideJourney #TravelAndMoTourism https://t.co/U4rIdVoDpM",0
5225,2022-08-01 15:15:00+00:00,"The Manila-Cavite Expressway (CAVITEX) is ready for the 5-10 percent increase in traffic volume as face-to-face classes start this month.

https://t.co/TVIEhXqhrJ",5
5226,2022-08-01 15:04:11+00:00,"@peraltarhiane @StarCinema @bellemariano02 @AltStarCinema My Favorite Character 🤍
Gusto mo bang pag usapan? Actually pabalik na kami ng Manila eh' pero mamaya na lang, traffic eh.
-TRISH 2020

#BelleMariano  | Belle Mariano
@bellemariano02 #DonBelle
 https://t.co/ZmmHUmB0lw",24
5227,2022-08-01 14:30:33+00:00,"Pero miss ko na dn busy roads, ma-stuck sa traffic, travel for an hour para makapasok lang sa work, matataas na buildings sa Metro Manila na ang ganda sa mata hahaha",0
5228,2022-08-01 13:49:16+00:00,"@StarCinema Gusto mo bang pag usapan? Actually pabalik na kami ng Manila eh' pero mamaya na lang, traffic eh.
-TRISH 2020

#BelleMariano  | Belle Mariano
@bellemariano02 #DonBelle https://t.co/US5iStYHTG",24
5229,2022-08-01 13:33:11+00:00,"Hmmmm Gusto mo bang pag usapan? Actually pabalik na kami ng Manila eh, pero mamaya na lang, traffic eh. 

#BelleMariano | Belle Mariano
#DonBelle https://t.co/oHtDuRZKSW",1
5230,2022-08-01 12:56:11+00:00,"@StarCinema Hmm Gusto mo bang pag usapan? Actually pabalik na kami ng Manila eh pero mamaya na lang, traffic eh. 

#BelleMariano | Belle Mariano
#DonBelle https://t.co/RHvpse8Tgb",66
5231,2022-08-01 12:53:30+00:00,"@StarCinema Gusto mo bang pag usapan? Actually pabalik na kami ng Manila eh pero mamaya na lang, traffic eh.

#BelleMariano",12
5232,2022-08-01 11:16:06+00:00,"Ever noticed some traffic lights in Metro Manila do not have countdown timers anymore?

The Metropolitan Manila Development Authority (MMDA) says it has upgraded them with traffic lights that operate based on the traffic volume. https://t.co/DxcILwbjGO",22
5233,2022-08-01 08:35:10+00:00,manila traffic hits different potangina,0
5234,2022-08-01 07:29:07+00:00,"213/365
Monday

It's August! It seems like we're here longer than that. 
I'm here at the MCIA waiting for my friend to arrive from Manila. 
Hubby wanted to drive the car here, but it'll be so busy since it's Monday and her flight is in the afternoon. Traffic is bad.",0
5235,2022-08-01 07:27:30+00:00,"@menchumacapagal MMDA says it is looking into implementing more intelligent transport systems to alleviate traffic congestion in Metro Manila, especially with the upcoming resumption of face-to-face classes.",4
5236,2022-08-01 07:23:52+00:00,@menchumacapagal MMDA says the advanced traffic signal control system covers all stoplights in Metro Manila,1
5237,2022-08-01 06:09:23+00:00,"Napansin mo ba na walang timer ang traffic lights sa Metro Manila?

Paliwanag ng MMDA, dahil 'yan sa ginagawa nilang pag-upgrade sa traffic signals.

Makakausap ni @menchumacapagal ang isang opisyal ng MMDA mamaya sa #NewsroomNgayon, 3 p.m. https://t.co/dn4Wj9KGum",3
5238,2022-08-01 04:45:11+00:00,"Stuck in traffic and here I am, enjoying myself while jamming with your song ribbon @BamBam1A 🎀💚 I miss you everyday!!! Let's shot puno soon! Please come back to manila very soon babe!!! 🥺🙏  #bambam #teambambam #แบมแบม #뱀뱀 https://t.co/rietsX0WrL",49
5239,2022-08-01 04:38:33+00:00,"⠀⠀⠀⠀
⠀⠀⠀⠀
https://t.co/1FlT0KcXCE
putangina, ang traffic sa manila. 
⠀⠀⠀⠀
⠀⠀⠀⠀",0
5240,2022-08-01 03:51:56+00:00,Suyang suya na ako sa traffic ng Metro Manila,4
5241,2022-08-01 03:49:41+00:00,"#RiseAndShinePilipinas | TRAFFIC UPDATE | Lagay ng trapiko sa mga pangunahing kalsada sa Metro Manila

https://t.co/yKNkK1rloj",0
5242,2022-08-01 03:28:53+00:00,Ano kaya naisip ng treasure nung nakita yung manila and yung traffic 😭😭,0
5243,2022-08-01 00:28:14+00:00,traffic? akala ko asa metro manila ako 🤣😂,0
5244,2022-07-31 23:23:38+00:00,I overestimated traffic and I'm now two hours early for work :/ but leaving home an hour or so later might make me late because of  rush hour ahhhhhh. Ph commuter dilemma is being unsure of when you'll arrive because of how wild Manila traffic is.,11
5245,2022-07-31 15:22:20+00:00,Atat pumunta sa manila &gt;&gt; na isip na masyadong mahal ang mga nabibili dun &gt;&gt; polluted air &gt;&gt; traffic &gt;&gt; crime rate 📈📈📈 &gt;&gt; new people &gt;&gt; ma mimiss ko ilocano foods ni daddy &gt;&gt; ma mimiss ko mga accla ko &gt;&gt; malilimutan na naman ako ng aso namin &gt;&gt; second thoughts,0
5246,2022-07-31 14:47:22+00:00,AND ME THINKING NA PARANG CEBU LANG SYA. bestie i forgot grabe ung traffic sa Manila,0
5247,2022-07-31 14:22:01+00:00,kung lahat sana ng driver dito sa pinas parang si max edi sana walang traffic diba like fucking manila to baguio 5 mins lang,24
5248,2022-07-31 12:42:26+00:00,Manila traffic 😭😭😭,0
5249,2022-07-31 12:06:44+00:00,"kpopmasterz manila organizers must also want to give the artists the best experience especially @treasuremembers since it is their first time

there are a lot of beautiful hotels in metro manila with beautiful views but maybe they were afraid the kids will get stuck in traffic 😭",0
5250,2022-07-31 10:10:06+00:00,"manila traffic is baaaack, grabe i was in the traffic for like an hour that’s just from evangelista makati to moa!! nakakaloka",0
5251,2022-07-31 07:38:44+00:00,Akala ko walang traffic sa Manila ng Sunday 😩,1
5252,2022-07-31 04:05:59+00:00,why'd they put them in manila anyway should've been makati or bgc wrdgaf about traffic 😭😭😭 https://t.co/EkM07TwSfv,1
5253,2022-07-31 04:02:11+00:00,"Okay lang yan mga tih, di talaga forte ng manila ang magagandang sceneries tas traffic at polluted pa. Forda beach and tourist destinations na lang tayo bumawi next time pag solo con ng @treasuremembers",0
5254,2022-07-31 03:15:23+00:00,KAHIT HATE NA HATE MO MANILA TRAFFIC G KA PA RIN DALHIN FORD RANGER MO AT BUMISITA KAY JEK SA VAL KET NASA KATIP KA PARA LANG MAG MELKTI AT IPASA KAY JEK MOVIES MO SA LAPTOP ODBXISSBXOADAK🫠🫠🫠,0
5255,2022-07-31 02:19:43+00:00,heavy ba ang traffic papuntang Metro Manila kapag Sunday???,0
5256,2022-07-31 01:20:00+00:00,palagi rin naman ako sa manila pero di pa rin ako sanay sa traffic nakakainit pa rin ng head :),2
5257,2022-07-30 20:05:43+00:00,"Closed due to Vehicle Fire in #Adams on I-70 EB between Watkins Rd / Exit 295 (Watkins) and Manila Road/Exit 299, stopped traffic back to Airpark/US-36/Exit 292 #COtraffic https://t.co/gWR42BHdvb",0
5258,2022-07-30 19:09:31+00:00,"REAL issues that were omitted from Junior’s SONA: Corruption in government (I'm not surprised), issues on human rights, local labor issues, drug trade, Manila traffic and communist insurgencies.

Because with these issues, the state of the nation is NOT SOUND.",27
5259,2022-07-30 15:13:42+00:00,"Today, a Manila postcard sunset. Old,
in doubt, we had asked for a sign, but God,

what else could it mean but the traffic
below is a scream. What kind of god

would think a standstill home commute
sound proof that this life is flawed. God,",0
5260,2022-07-30 14:46:18+00:00,First day back and manila and sinalubong ako ng ulan at traffic I love manila talaga,3
5261,2022-07-30 12:56:51+00:00,Mantatakaw talaga ng mga traffic enforcers dito sa Manila no? Grabe! Gusto lang pala ng lagay. Kung di lang talaga kami nagmamadali ng umuw!,0
5262,2022-07-30 11:55:29+00:00,"Host: How is Manila similar to Thailand?
TayNew: TRAFFIC!

*the crowd went wild!!!* NO ONE IS LYING! 555555+

#TayNewManilaFanmeet",6
5263,2022-07-30 11:53:35+00:00,"similarities of bangkok and manila 
1. traffic 
2. people 
#TayNewManilaFanmeet",2
5264,2022-07-30 11:38:49+00:00,"@leonjalmasco Traffic. Metro Manila in general.
Pano kinaya ng college version ko na everyday bumabyahe?? Hayst",2
5265,2022-07-30 11:23:41+00:00,"baha, heavy traffic sama mona yung kinginang ncap at trap lights 

eguls naman, manila",0
5266,2022-07-30 10:18:05+00:00,Ohohoho nibalik najd ning traffic na wagas sa Manila ay. Haha makamingaw gamay ang dalan na di gubot. Laych lang,0
5267,2022-07-30 10:17:13+00:00,"~GOT7’s BamBam’s Tweet Unintentionally Trends a Former Philippine Senator~ 
https://t.co/8PXdBR4G9O
GOT7‘s BamBam got a taste of Manila’s infamous traffic jam on the way to his press conference in line with his participation in the 2022 K-Pop MASTERZ in MANILA Concert. He tw... https://t.co/e0MYaIwSKb",0
5268,2022-07-30 08:18:41+00:00,"My biggest fear as of this week is not waking up on time for our Manila flight for #SS9inManila 

Baka ma.oversleep? Baka ma.traffic? 

Lord help",0
5269,2022-07-30 06:25:16+00:00,#I70 eastbound: Roadway reopened to traffic between Exit 295 - I-70 Business North and Exit 299 - Manila Road. https://t.co/y7xeSn5kiA,0
5270,2022-07-30 05:48:31+00:00,"Ay legal ko yung nakuha, nag exam at nag driving test kami gamit ang car ko, sa LTO San Juan ako kumuha. Really hate corruption. Yung ilang traffic enforcers sa Manila buwaya, kapal ng mukha https://t.co/9pZfh1hKnX",0
5271,2022-07-30 04:48:59+00:00,"GOT7's @BamBam1A was stuck in Manila traffic, enjoyed daing na bangus, sisig, and lechon, drank a local beer, and was even mistaken as a former senator all during his short stay in the country. #BAMBAM #BamBamShotPuno https://t.co/sVsQSOnbJl",1936
5272,2022-07-30 04:22:11+00:00,#I70 westbound: Roadway reopened to traffic between Exit 304 - CO 79; Bennett and Exit 299 - Manila Road. https://t.co/6GEG2D0zvH,0
5273,2022-07-30 03:58:38+00:00,This js true.. Thailand and PH pareho feels.. province and city… Bangkok at Manila.. pareho tindi traffic 🤣 https://t.co/hQRlyhenp5,2
5274,2022-07-30 03:40:43+00:00,"Accident. Left lane blocked in #Adams on I-70 WB approaching Manila Road/Exit 299, stopped traffic back to CO-70/Exit 304 (Bennett) #COtraffic https://t.co/gWR42BHdvb",0
5275,2022-07-30 03:37:46+00:00,maka luya ang ka traffic sa manila,0
5276,2022-07-30 03:25:43+00:00,"Accident. Left lane blocked in #Arapahoe on I-70 EB approaching CO-70/Exit 304 (Bennett), stopped traffic back to Manila Road/Exit 299 #COtraffic https://t.co/gWR42BHdvb",0
5277,2022-07-30 03:19:12+00:00,When Lipa feels like Manila! Grabeng traffic ses 😬😬,0
5278,2022-07-30 03:16:32+00:00,"We shouldn't be complacent. Everyone can get monkeypox. With the congested situation and worst traffic in Metro Manila, where everyone gets skin contact with one another, it is not safe.",6
5279,2022-07-30 01:05:49+00:00,@dumidyeypee Si Kunpimook Bhuwakul po yung na traffic sa Manila😭😭😭,0
5280,2022-07-30 00:41:07+00:00,"'BamBam Aquino': GOT7 BamBam's tweet on Manila traffic got Pinoys confused

https://t.co/0nmCVEAnKe",0
5281,2022-07-29 23:25:11+00:00,"Manila, why are u so traffic?? Huhu",1
5282,2022-07-29 19:05:25+00:00,‘BamBam Aquino’: GOT7 BamBam’s tweet on Manila traffic got Pinoys confused https://t.co/yp1izbPES5,1
5283,2022-07-29 14:25:16+00:00,@BamBam1A Omayghaddd!!! KUNG SINO MAN ANG DUMAAN SA MANILA AT MAG CAUSE NG TRAFFIC MATATAMAAN KAYO NG AKING BRILLIANTE NG DIWA!!!!,0
5284,2022-07-29 14:09:47+00:00,"Built like an old-time 'Susie Damn' or 'Roly-Poly' doll, his center of gravity is so low he can't lie down. This wooden-headed policeman, with goldfish eyes, helps keep the tangles out of Manila street traffic, where vehicles still dispute the right of way with motorcars."" - 1945 https://t.co/boIUunxN0P",7
5285,2022-07-29 13:47:05+00:00,Manila traffic truly is the worst 😒,0
5286,2022-07-29 11:22:57+00:00,Manila traffic is so disgusting!!!!!!!!!! 🚩🚩🚩,0
5287,2022-07-29 11:01:19+00:00,Try mo pumuntang Cavite... taob yang traffic ng Manila sa traffic ng Talaba 🙃 https://t.co/FZ8NvskjVl,0
5288,2022-07-29 11:01:06+00:00,‘BamBam Aquino’: GOT7 BamBam’s tweet on Manila traffic got Pinoys confused https://t.co/oJfjrmzJ5M https://t.co/Wb5RL85vab,0
5289,2022-07-29 10:29:19+00:00,@BamBam1A @trouvaillexo Sorry to hear that ..but Manila is just like that traffic every min.every hour and everyday.😅😅😅,0
5290,2022-07-29 09:42:44+00:00,Manila traffic 🥵,0
5291,2022-07-29 09:31:10+00:00,Bakit anhaba ng traffic sa SLEX going Manila????... kagagawan ata to ni MIM eh...  lols!,2
5292,2022-07-29 08:40:19+00:00,MANILA SO TRAFFIC 😭,0
5293,2022-07-29 08:35:26+00:00,The traffic in manila is really smth,0
5294,2022-07-29 08:34:22+00:00,Wala pa ako sa bungad ng Manila naiistress na ako sa traffic,0
5295,2022-07-29 08:12:08+00:00,sobrang traffic talaga sa manila beh 😭😭😭😭 https://t.co/J32T0BEe38,0
5296,2022-07-29 08:06:41+00:00,taynew said that manila is the same as thailand in terms of weather and traffic HAHAHAHAHAHAAHAHAHAHA,4
5297,2022-07-29 07:45:24+00:00,@philconcerts NO NOT MANILA THE TRAFFIC IS THE WORST,0
5298,2022-07-29 07:37:19+00:00,HAHAHAHAHA @BamBam1A some mistook you of being the ex senator in ur previous tweet about Manila traffic so the he posted this to avoid confusion 🤣 #BamBam https://t.co/J9EhG0oQTf,0
5299,2022-07-29 07:37:12+00:00,"What's your first impression when you arrived here in Manila? 

🐋:when we arrived in manila we got a very warm welcome

🐋🐻‍❄️: manila is like similar w/ thailand, weather is the same, traffic is the same 😂 (+)

— #TayNewManilaFanmeet #เตนิว",1178
5300,2022-07-29 07:15:09+00:00,Why is Manila traffic so GOSH DARN DIFFICULT,0
5301,2022-07-29 07:11:11+00:00,@mlovestrsr__ SANA D TRAFFIC SA MANILA HUHU,1
5302,2022-07-29 07:01:23+00:00,@bamaquino HAHAHAHAH ba't kasi di niyo alam na traffic talaga sa manila eh dati daw ho kayong senador😭😭😭,0
5303,2022-07-29 06:59:47+00:00,i forgot that the traffic in manila was a pain in the ass. https://t.co/F5T5bEUR1P,4
5304,2022-07-29 06:43:19+00:00,btch traffic nga naman sa manila pag ako nalate xd,1
5305,2022-07-29 06:09:24+00:00,"Traffic in Manila, or wherever you're at (on your way to Manila)? If you mean Manila, SHUBI!😹 https://t.co/trYnDAlKqv",1
5306,2022-07-29 05:44:44+00:00,buti na lang wala ako sa Manila.. char kastress traffic no 🥲🥲 https://t.co/4MljPV5q8o,0
5307,2022-07-29 05:28:24+00:00,@csiane_2 Correction : There's so much traffic in manila,1
5308,2022-07-29 05:15:19+00:00,@BamBam1A manila means endless heavy traffic,0
5309,2022-07-29 05:00:50+00:00,"bambam sorry na 🥲😂😂😂 

di manila yan kung walang traffic charrr!!! https://t.co/SMoLZl0uhR",0
5310,2022-07-29 04:57:47+00:00,"@BamBam1A Enjoy the traffic here in Manila😂😂
Fighting 💪💪",0
5311,2022-07-29 04:54:57+00:00,Apaka traffic po oo ano na manila😭😭😭,0
5312,2022-07-29 04:34:33+00:00,"Forda biyahe na!!! See you laterrrr~
Traffic ey 😀

TREASURE IN MANILA D-DAY
#2022KpopMasterzInManila
#DARAtingnaRInsila
@treasuremembers https://t.co/M5QOQosmG7",10
5313,2022-07-29 04:32:57+00:00,I’m sorry this is so funny Manila traffic is always insane https://t.co/Ncodj4p3lN,0
5314,2022-07-29 04:03:26+00:00,"Sana iconsider ng mga companies yung cost of living, heavy traffic and yung crisis sa pagcommute when asking their employees who live outside Metro Manila to return to office. Hindi yung gusto lang nila mag RTO tapos na lol",4
5315,2022-07-29 03:56:11+00:00,"Ang tanga lang na binash si Bam Aquino dahil nagtweet daw sya ng “manila i’m on my way!! So much traffic” 

Hahahahaha the heckkkk hahahahahahahahahahahhaahahahahahahahahahaha napaghahalataan sino binoto mong presidente. Bambam is shaking?!! Hahahahahahaha",0
5316,2022-07-29 03:43:29+00:00,@BamBam1A Welcome to Manila! Traffic as always but we are so happy that you’re gonna be here! Waaaah @BamBam1A,0
5317,2022-07-29 03:41:13+00:00,"As much as i want to go fashown, metro manila traffic and its inconvenient mass transpo system discourage me to dress up.",0
5318,2022-07-29 03:32:41+00:00,ako lang ba ang nahiya nung nag tweet si B/am2x kagabi na ang traffic sa Manila. :(,1
5319,2022-07-29 03:22:48+00:00,"Forda biyahe na ang mga ferson. Traffic ey 😃

TREASURE IN MANILA D-DAY
#2022KpopMasterzInManila
#DARAtingnaRInsila
@treasuremembers https://t.co/LVJjvAHI14",14
5320,2022-07-29 02:48:19+00:00,welcome to Manila traffic bam 🥲🥲 https://t.co/WdkMXgdeBh,0
5321,2022-07-29 02:41:16+00:00,"Papunta na si Woopy..naipit lang sa traffic ng edsa. 😁

TREASURE IN MANILA D-DAY
#2022KpopMasterzInManila
#DARAtingnaRInsila
#TREASUREinManila @treasuremembers https://t.co/lYfaOQsFtw",13
5322,2022-07-29 02:34:10+00:00,@BamBam1A hahahahaha it's not Manila if it's not traffic babe,0
5323,2022-07-29 02:20:40+00:00,"#RiseAndShinePilipinas | TRAFFIC UPDATE | Lagay ng trapiko sa mga pangunahing kalsada sa Metro Manila

https://t.co/wF6aCZcftq",0
5324,2022-07-29 02:15:53+00:00,@treasuremembers Enjoy niyo manila kahit traffic,0
5325,2022-07-29 02:10:00+00:00,It ain't Manila pag wala traffic. Hahaha! https://t.co/YCiKoIpJmO,1
5326,2022-07-29 02:05:09+00:00,"NAKAKABASA PERO DI NAKAKAINTINDI
MAY MATA PERO BULAG

DI NAMAN LAHAT - PERO SILA'Y NAGKALAT

BAMBAM - MANILA - TRAFFIC

HILARIOUSLY DEFENSIVE https://t.co/gxVOMO8qmO",2
5327,2022-07-29 01:58:53+00:00,"ANG TRAFFIC!!!! DI AKO AABOT SA MGA PAFREEBIES😭🤣

TREASURE IN MANILA D-DAY
#2022KpopMasterzInManila
#DARAtingnaRInsila
@treasuremembers",4
5328,2022-07-29 01:07:31+00:00,"dw, manila has frequent traffic jams https://t.co/UBDovmmoYm",0
5329,2022-07-29 00:58:32+00:00,"TIRHAN NYO KO FREEBIES!!! HAHAHAHAHA TRAFFIC PA PISTE

TREASURE IN MANILA D-DAY
#2022KpopMasterzInManila
#DARAtingnaRInsila 
@treasuremembers",3
5330,2022-07-29 00:52:48+00:00,HALLUR TRAFFIC BA NYAN PAMPANGA TO MANILA??,0
5331,2022-07-29 00:32:13+00:00,"Niiice, see you in the traffic streets of Manila, @JacksonWang852 🥲 https://t.co/WnYuVPnjlF",0
5332,2022-07-29 00:07:50+00:00,@parkjihoonistic Omggg mej late ka na pala aalis. Hope na mas earlierk asi traffic pa manila. See u later!,1
5333,2022-07-28 23:10:16+00:00,@BamBam1A Yes. When you see traffic you will always remember manila 🤣,0
5334,2022-07-28 23:03:47+00:00,wa diay traffic sa mactan madi 🤔🤔 but yeah mas grabe jud traffic sa manila kaysas cebu https://t.co/TPg04RgPXB,0
5335,2022-07-28 22:48:52+00:00,@BamBam1A Bammm stay safe and just feel the manila traffic 🚥,0
5336,2022-07-28 20:54:23+00:00,Nasa Manila kana  na pag traffic https://t.co/sH0i9Xoa5M,0
5337,2022-07-28 18:57:08+00:00,Manila = Traffic https://t.co/2pdXrZa2aK,0
5338,2022-07-28 18:53:18+00:00,"3 years after I left Manila, I am missing the traffic. 😂 https://t.co/ya2x97TDTc",0
5339,2022-07-28 17:48:25+00:00,"@kunpbam1a A news agency posted BamBam's tweet being stuck in traffic here in Manila. On the right is a Facebook comment of a guy saying, ""You've served the government for a long time and you only knew [about the traffic] now?""
The guy has mistaken BamBam as our former senator Bam Aquino 😂",2
